2.50000	0.12000	22.79617	0.14957
2.50000	0.15200	21.80327	0.14134
2.50000	0.18400	22.29426	0.13497
2.50000	0.21600	23.67495	0.13551
2.50000	0.24800	25.45445	0.13858
2.50000	0.28000	27.02786	0.14718
2.50000	0.31200	27.73421	0.15690
2.50000	0.34400	27.29487	0.16621
2.50000	0.37600	25.44821	0.17104
2.50000	0.40800	24.35105	0.16937
2.50000	0.44000	22.77749	0.16325
2.50000	0.47200	22.39422	0.15755
2.50000	0.50400	22.43980	0.15259
2.50000	0.53600	23.49500	0.15122
2.50000	0.56800	25.06286	0.15606
2.50000	0.60000	26.53097	0.16044
2.50000	0.63200	26.90401	0.16741
2.50000	0.66400	26.65513	0.17348
2.50000	0.69600	25.33411	0.18002
2.50000	0.72800	24.21482	0.17726
2.50000	0.76000	22.99827	0.17466
2.50000	0.79200	22.48578	0.17169
2.50000	0.82400	22.92573	0.16655
2.50000	0.85600	23.39372	0.16335
2.50000	0.88800	24.63220	0.17132
2.50000	0.92000	25.92543	0.17309
2.50000	0.95200	25.71928	0.17858
2.50000	0.98400	25.77108	0.18312
2.50000	1.01600	24.93775	0.18918
2.50000	1.04800	24.22929	0.18543
2.50000	1.08000	23.41691	0.18512
2.50000	1.11200	22.77110	0.18051
2.50000	1.14400	22.67780	0.18322
2.50000	1.17600	23.31585	0.18352
2.50000	1.20800	24.14076	0.18293
2.50000	1.24000	25.10873	0.18880
2.50000	1.27200	25.61253	0.19514
2.50000	1.30400	25.31040	0.19757
2.50000	1.33600	25.08119	0.20035
2.50000	1.36800	24.29722	0.19857
2.50000	1.40000	23.16765	0.20014
2.50000	1.43200	22.61598	0.19713
2.50000	1.46400	22.76520	0.19952
2.50000	1.49600	23.70552	0.19943
2.50000	1.52800	23.81435	0.20386
2.50000	1.56000	24.46413	0.20598
2.50000	1.59200	24.53851	0.20865
2.50000	1.62400	24.53626	0.21361
2.50000	1.65600	24.63045	0.21533
2.50000	1.68800	23.57051	0.21418
2.50000	1.72000	23.59326	0.21252
2.50000	1.75200	22.70685	0.21246
2.50000	1.78400	22.98141	0.21359
2.50000	1.81600	23.31386	0.21323
2.50000	1.84800	23.29481	0.21679
2.50000	1.88000	24.28582	0.22586
2.50000	1.91200	24.18245	0.23033
2.50000	1.94400	24.44823	0.23219
2.50000	1.97600	23.99414	0.23464
2.50000	2.00800	23.37787	0.23363
2.50000	2.04000	23.21918	0.23002
2.50000	2.07200	22.62263	0.22486
2.50000	2.10400	22.80309	0.22932
2.50000	2.13600	23.24582	0.23403
2.50000	2.16800	23.43757	0.23506
2.50000	2.20000	23.90814	0.24209
2.50000	2.23200	24.09903	0.24796
2.50000	2.26400	23.57209	0.25131
2.50000	2.29600	23.46604	0.24838
2.50000	2.32800	23.27837	0.24456
2.50000	2.36000	23.34462	0.24333
2.50000	2.39200	22.34072	0.25030
2.50000	2.42400	22.68048	0.25021
2.50000	2.45600	22.36131	0.25497
2.50000	2.48800	23.28741	0.24956
2.50000	2.52000	23.30489	0.25709
2.50000	2.55200	24.37835	0.26970
2.50000	2.58400	23.75060	0.26576
2.50000	2.61600	23.51505	0.27184
2.50000	2.64800	23.57228	0.26573
2.50000	2.68000	22.98807	0.25978
2.50000	2.71200	21.71893	0.26545
2.50000	2.74400	22.74913	0.26540
2.50000	2.77600	22.23661	0.26463
2.50000	2.80800	23.34177	0.27218
2.50000	2.84000	22.94807	0.27748
2.50000	2.87200	23.43545	0.28585
2.50000	2.90400	23.63632	0.29460
2.50000	2.93600	22.88720	0.28800
2.50000	2.96800	23.45518	0.29041
2.50000	3.00000	21.92730	0.29103
2.50000	3.03200	22.13317	0.28987
2.50000	3.06400	22.79096	0.28959
2.50000	3.09600	22.44857	0.29778
2.50000	3.12800	22.58758	0.29873
2.50000	3.16000	22.74623	0.30916
2.50000	3.19200	22.71619	0.31414
2.50000	3.22400	23.07383	0.30788
